IdGestion;DiasAtraso;MontoDeuda;Canal;ContactoEfectivo;PromesasCumplidas;NotaGestor;Pago30d
606;261.0;23839.5;whatsapp;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;1
607;278.0;48668.95;whatsapp;si;1;atendio un tercero que dice no conocer al titular;0
608;235.0;60987.56;whatsapp;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
609;128.0;40371.58;email;si;1;se envia detalle de la deuda por el canal habitual;1
610;42.0;49266.56;telefono;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
611;131.0;19306.52;telefono;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
612;41.0;20765.28;whatsapp;si;3;consulta el monto exacto para ponerse al dia esta semana;1
613;48.0;47092.24;whatsapp;si;0;se deja mensaje en el contestador con los datos de contacto;0
614;90.0;36691.52;telefono;si;0;se deja mensaje en el contestador con los datos de contacto;1
615;180.0;25916.46;whatsapp;no;2;se deja mensaje en el contestador con los datos de contacto;0
616;105.0;20165.11;whatsapp;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;1
617;21.0;53365.95;visita;si;2;se envia detalle de la deuda por el canal habitual;1
618;236.0;78557.75;visita;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
619;132.0;31000.89;whatsapp;si;2;solicita que le enviemos los datos de la cuenta por escrito;1
620;81.0;11008.63;whatsapp;no;0;toma nota de la gestion sin comprometer una fecha;0
621;159.0;5663.48;email;no;1;atiende y pide volver a llamar en horario de la tarde;0
622;111.0;34564.15;telefono;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
623;14.0;60325.27;visita;no;1;atiende y pide volver a llamar en horario de la tarde;0
624;63.0;29575.65;email;si;1;se envia detalle de la deuda por el canal habitual;0
625;33.0;34155.43;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;0
626;22.0;146872.41;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;1
627;117.0;39073.79;email;si;3;manifiesta intencion de regularizar apenas cobre el sueldo;1
628;133.0;74778.43;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;1
629;133.0;37983.4;visita;si;0;se envia detalle de la deuda por el canal habitual;1
630;22.0;14747.35;whatsapp;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;1
631;43.0;61838.0;visita;si;2;atendio un tercero que dice no conocer al titular;1
632;194.0;38227.7;whatsapp;si;2;toma nota de la gestion sin comprometer una fecha;1
633;79.0;46827.93;telefono;si;0;se deja mensaje en el contestador con los datos de contacto;0
634;93.0;42485.91;telefono;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
635;183.0;10289.08;telefono;no;0;atiende y pide volver a llamar en horario de la tarde;0
636;207.0;99589.52;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
637;69.0;36546.11;whatsapp;si;3;consulta el monto exacto para ponerse al dia esta semana;1
638;104.0;46536.12;whatsapp;si;2;atendio un tercero que dice no conocer al titular;1
639;169.0;47191.52;telefono;si;0;se envia detalle de la deuda por el canal habitual;0
640;90.0;3719.4;whatsapp;no;0;se niega a pagar y menciona que iniciara un reclamo;0
641;118.0;242903.26;visita;si;0;no atiende el telefono, el numero figura fuera de servicio;1
642;48.0;37165.73;whatsapp;si;0;se deja mensaje en el contestador con los datos de contacto;1
643;141.0;212978.17;telefono;si;2;se envia detalle de la deuda por el canal habitual;0
644;58.0;36736.32;email;si;0;solicita que le enviemos los datos de la cuenta por escrito;1
645;83.0;67726.83;visita;si;2;atendio un tercero que dice no conocer al titular;1
646;71.0;66757.38;email;si;2;atiende y pide volver a llamar en horario de la tarde;1
647;73.0;44327.92;whatsapp;si;2;no atiende el telefono, el numero figura fuera de servicio;1
648;142.0;71746.24;telefono;no;2;se deja mensaje en el contestador con los datos de contacto;0
649;104.0;82975.0;email;si;2;solicita que le enviemos los datos de la cuenta por escrito;0
650;52.0;57273.19;whatsapp;no;0;se niega a pagar y menciona que iniciara un reclamo;1
651;419.0;69660.17;visita;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
652;147.0;60481.34;email;si;2;se envia detalle de la deuda por el canal habitual;0
653;52.0;19134.31;whatsapp;si;2;manifiesta intencion de regularizar apenas cobre el sueldo;1
654;119.0;28358.82;visita;si;0;consulta el monto exacto para ponerse al dia esta semana;0
655;54.0;9675.68;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;1
656;280.0;194863.99;whatsapp;no;0;no atiende el telefono, el numero figura fuera de servicio;0
657;78.0;52355.83;visita;si;0;se deja mensaje en el contestador con los datos de contacto;0
658;57.0;29735.77;whatsapp;no;1;atendio un tercero que dice no conocer al titular;0
659;220.0;34088.91;visita;si;2;no atiende el telefono, el numero figura fuera de servicio;0
660;38.0;51273.42;whatsapp;no;1;se deja mensaje en el contestador con los datos de contacto;0
661;185.0;7053.89;whatsapp;no;1;atiende y pide volver a llamar en horario de la tarde;0
662;25.0;7752.02;whatsapp;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
663;96.0;135483.77;telefono;no;1;se niega a pagar y menciona que iniciara un reclamo;0
664;102.0;18349.2;whatsapp;no;2;se deja mensaje en el contestador con los datos de contacto;0
665;155.0;36080.2;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
666;77.0;39619.71;email;si;1;atendio un tercero que dice no conocer al titular;1
667;162.0;9877.05;whatsapp;no;2;se niega a pagar y menciona que iniciara un reclamo;0
668;82.0;21570.25;visita;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
669;260.0;32697.75;visita;si;1;atiende y pide volver a llamar en horario de la tarde;0
670;56.0;28653.35;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;1
671;162.0;32689.63;visita;no;2;se envia detalle de la deuda por el canal habitual;0
672;166.0;22179.18;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
673;308.0;51721.82;whatsapp;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;0
674;62.0;52626.81;whatsapp;si;3;consulta el monto exacto para ponerse al dia esta semana;1
675;64.0;56551.09;whatsapp;si;0;no atiende el telefono, el numero figura fuera de servicio;1
676;76.0;64644.3;whatsapp;no;2;se envia detalle de la deuda por el canal habitual;0
677;33.0;37577.62;telefono;si;0;consulta el monto exacto para ponerse al dia esta semana;1
678;273.0;316572.95;email;no;1;se envia detalle de la deuda por el canal habitual;0
679;130.0;201748.38;visita;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
680;118.0;83286.69;telefono;si;0;consulta el monto exacto para ponerse al dia esta semana;0
681;48.0;32497.11;whatsapp;si;0;se niega a pagar y menciona que iniciara un reclamo;0
682;7.0;94620.64;whatsapp;si;1;se niega a pagar y menciona que iniciara un reclamo;1
683;124.0;44503.19;telefono;si;0;atendio un tercero que dice no conocer al titular;1
684;15.0;70604.79;telefono;si;0;toma nota de la gestion sin comprometer una fecha;1
685;114.0;55526.63;telefono;si;2;consulta el monto exacto para ponerse al dia esta semana;0
686;230.0;66910.83;visita;no;2;se envia detalle de la deuda por el canal habitual;0
687;91.0;50345.72;telefono;si;0;se deja mensaje en el contestador con los datos de contacto;0
688;75.0;8277.02;whatsapp;no;2;toma nota de la gestion sin comprometer una fecha;0
689;91.0;11346.85;visita;si;2;manifiesta intencion de regularizar apenas cobre el sueldo;1
690;170.0;79038.72;visita;si;0;toma nota de la gestion sin comprometer una fecha;0
691;86.0;409410.15;visita;no;0;se deja mensaje en el contestador con los datos de contacto;0
692;54.0;46036.58;visita;si;0;toma nota de la gestion sin comprometer una fecha;0
693;31.0;52975.93;telefono;si;0;atendio un tercero que dice no conocer al titular;1
694;147.0;28675.11;whatsapp;si;0;se niega a pagar y menciona que iniciara un reclamo;0
695;73.0;46066.11;whatsapp;no;0;se niega a pagar y menciona que iniciara un reclamo;0
696;74.0;111331.98;whatsapp;si;2;toma nota de la gestion sin comprometer una fecha;0
697;87.0;58094.61;whatsapp;si;1;consulta el monto exacto para ponerse al dia esta semana;1
698;352.0;327668.48;email;no;1;no atiende el telefono, el numero figura fuera de servicio;0
699;275.0;38806.82;telefono;no;1;se niega a pagar y menciona que iniciara un reclamo;0
700;31.0;19040.54;email;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
701;227.0;22348.73;email;si;0;se deja mensaje en el contestador con los datos de contacto;0
702;54.0;27223.63;whatsapp;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
703;163.0;187627.42;email;si;1;consulta el monto exacto para ponerse al dia esta semana;0
704;28.0;133148.99;whatsapp;si;2;toma nota de la gestion sin comprometer una fecha;1
705;26.0;154951.31;visita;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
706;96.0;30325.37;email;si;0;no atiende el telefono, el numero figura fuera de servicio;0
707;109.0;45043.23;telefono;si;1;toma nota de la gestion sin comprometer una fecha;1
708;42.0;25019.96;telefono;si;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;1
709;158.0;182081.32;visita;si;1;se deja mensaje en el contestador con los datos de contacto;0
710;232.0;11388.98;email;si;3;pide plan de pagos en tres cuotas y deja telefono alternativo;1
711;173.0;93260.79;whatsapp;si;0;se deja mensaje en el contestador con los datos de contacto;0
712;154.0;84172.74;whatsapp;si;0;atendio un tercero que dice no conocer al titular;0
713;235.0;68750.5;visita;si;1;atiende y pide volver a llamar en horario de la tarde;0
714;158.0;41099.71;whatsapp;si;3;toma nota de la gestion sin comprometer una fecha;1
715;179.0;51967.51;telefono;no;2;toma nota de la gestion sin comprometer una fecha;0
716;156.0;24769.04;whatsapp;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
717;91.0;66898.98;email;si;1;se deja mensaje en el contestador con los datos de contacto;0
718;55.0;28130.14;telefono;no;0;se envia detalle de la deuda por el canal habitual;0
719;66.0;109905.06;whatsapp;si;1;se envia detalle de la deuda por el canal habitual;1
720;78.0;62707.93;email;si;2;atendio un tercero que dice no conocer al titular;0
721;84.0;28735.96;email;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
722;62.0;27898.6;visita;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;1
723;55.0;31838.18;telefono;si;1;se niega a pagar y menciona que iniciara un reclamo;1
724;187.0;47669.63;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
725;124.0;44685.16;email;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;1
726;24.0;33792.74;whatsapp;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;1
727;147.0;15443.63;telefono;no;0;se deja mensaje en el contestador con los datos de contacto;0
728;21.0;89057.82;whatsapp;no;0;toma nota de la gestion sin comprometer una fecha;0
729;68.0;34533.44;whatsapp;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
730;86.0;39881.49;email;si;1;atiende y pide volver a llamar en horario de la tarde;1
731;351.0;52153.45;whatsapp;no;1;no atiende el telefono, el numero figura fuera de servicio;0
732;79.0;73530.33;telefono;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
733;31.0;38875.32;whatsapp;si;2;atiende y pide volver a llamar en horario de la tarde;1
734;60.0;29050.61;telefono;si;0;consulta el monto exacto para ponerse al dia esta semana;1
735;66.0;70211.73;telefono;si;1;atiende y pide volver a llamar en horario de la tarde;1
736;163.0;441628.63;telefono;si;1;consulta el monto exacto para ponerse al dia esta semana;0
737;127.0;39818.87;whatsapp;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
738;185.0;208349.58;email;no;1;se envia detalle de la deuda por el canal habitual;0
739;109.0;57357.94;visita;no;2;toma nota de la gestion sin comprometer una fecha;0
740;12.0;3401.88;telefono;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
741;48.0;11560.99;whatsapp;si;0;consulta el monto exacto para ponerse al dia esta semana;1
742;142.0;193057.92;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
743;281.0;21628.52;visita;si;0;toma nota de la gestion sin comprometer una fecha;0
744;211.0;9546.7;whatsapp;si;0;se deja mensaje en el contestador con los datos de contacto;0
745;63.0;6339.19;telefono;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
746;64.0;24464.23;email;no;1;toma nota de la gestion sin comprometer una fecha;0
747;118.0;629745.07;email;si;3;se niega a pagar y menciona que iniciara un reclamo;1
748;139.0;33655.78;email;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;0
749;91.0;98741.64;telefono;no;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
750;32.0;44081.47;email;no;2;atendio un tercero que dice no conocer al titular;0
751;214.0;205211.95;telefono;si;1;se envia detalle de la deuda por el canal habitual;0
752;66.0;47766.1;whatsapp;si;2;manifiesta intencion de regularizar apenas cobre el sueldo;1
753;442.0;6815.49;whatsapp;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
754;139.0;28083.31;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;1
755;150.0;94591.21;telefono;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
756;62.0;94325.68;whatsapp;si;4;toma nota de la gestion sin comprometer una fecha;1
757;193.0;26905.19;telefono;no;0;no atiende el telefono, el numero figura fuera de servicio;0
758;311.0;41850.89;telefono;si;1;consulta el monto exacto para ponerse al dia esta semana;0
759;114.0;21224.36;whatsapp;si;1;toma nota de la gestion sin comprometer una fecha;1
760;255.0;53292.64;visita;si;0;consulta el monto exacto para ponerse al dia esta semana;0
761;86.0;29587.57;telefono;si;1;atiende y pide volver a llamar en horario de la tarde;1
762;321.0;116970.43;email;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
763;32.0;10676.87;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;1
764;93.0;39193.12;whatsapp;si;1;no atiende el telefono, el numero figura fuera de servicio;0
765;80.0;29122.19;telefono;si;0;se deja mensaje en el contestador con los datos de contacto;0
766;446.0;12851.39;visita;si;0;toma nota de la gestion sin comprometer una fecha;0
767;94.0;79511.16;visita;si;0;consulta el monto exacto para ponerse al dia esta semana;0
768;306.0;46432.48;email;no;1;atiende y pide volver a llamar en horario de la tarde;0
769;86.0;21020.27;whatsapp;si;0;se niega a pagar y menciona que iniciara un reclamo;0
770;71.0;24164.57;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;1
771;176.0;57074.02;whatsapp;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
772;118.0;101306.8;telefono;si;1;se deja mensaje en el contestador con los datos de contacto;0
773;63.0;86151.3;email;si;2;se envia detalle de la deuda por el canal habitual;1
774;241.0;37367.8;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
775;20.0;46082.28;visita;si;1;se deja mensaje en el contestador con los datos de contacto;1
776;73.0;11362.17;telefono;si;3;manifiesta intencion de regularizar apenas cobre el sueldo;1
777;147.0;79090.33;telefono;no;1;atendio un tercero que dice no conocer al titular;0
778;45.0;136405.44;telefono;no;1;toma nota de la gestion sin comprometer una fecha;0
779;107.0;46023.88;telefono;si;1;se envia detalle de la deuda por el canal habitual;0
780;156.0;74086.42;telefono;no;1;no atiende el telefono, el numero figura fuera de servicio;0
781;34.0;78251.61;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;1
782;166.0;89176.96;visita;si;1;se deja mensaje en el contestador con los datos de contacto;1
783;47.0;36502.46;visita;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
784;64.0;6171.88;whatsapp;si;2;solicita que le enviemos los datos de la cuenta por escrito;1
785;81.0;14278.63;visita;no;1;se envia detalle de la deuda por el canal habitual;0
786;159.0;24818.95;email;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
787;147.0;9822.91;whatsapp;si;0;se envia detalle de la deuda por el canal habitual;0
788;231.0;156701.64;whatsapp;no;0;se niega a pagar y menciona que iniciara un reclamo;0
789;76.0;76630.12;visita;si;2;manifiesta intencion de regularizar apenas cobre el sueldo;1
790;109.0;57091.38;email;si;0;consulta el monto exacto para ponerse al dia esta semana;0
791;24.0;28811.22;whatsapp;si;1;toma nota de la gestion sin comprometer una fecha;1
792;37.0;7057.43;email;si;3;pide plan de pagos en tres cuotas y deja telefono alternativo;1
793;177.0;27284.65;visita;si;1;atendio un tercero que dice no conocer al titular;1
794;131.0;26998.76;email;si;2;toma nota de la gestion sin comprometer una fecha;1
795;78.0;23871.12;whatsapp;no;0;atendio un tercero que dice no conocer al titular;0
796;150.0;25764.12;telefono;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
797;166.0;70101.51;whatsapp;si;1;se niega a pagar y menciona que iniciara un reclamo;0
798;77.0;25519.3;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
799;16.0;24574.08;email;si;1;se niega a pagar y menciona que iniciara un reclamo;1
800;71.0;59613.57;email;si;1;se deja mensaje en el contestador con los datos de contacto;1
801;109.0;79076.58;telefono;si;0;se deja mensaje en el contestador con los datos de contacto;0
802;56.0;15711.34;whatsapp;si;1;se envia detalle de la deuda por el canal habitual;1
803;166.0;29262.82;email;no;1;se niega a pagar y menciona que iniciara un reclamo;0
804;122.0;65722.96;whatsapp;no;0;no atiende el telefono, el numero figura fuera de servicio;0
805;14.0;64448.67;email;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
806;82.0;71770.22;whatsapp;no;1;se envia detalle de la deuda por el canal habitual;0
807;211.0;330410.69;whatsapp;si;2;se envia detalle de la deuda por el canal habitual;0
808;70.0;47987.74;telefono;si;1;se niega a pagar y menciona que iniciara un reclamo;0
809;233.0;23820.16;telefono;no;4;se deja mensaje en el contestador con los datos de contacto;0
810;178.0;30630.79;visita;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;0
811;156.0;56825.49;email;si;2;solicita que le enviemos los datos de la cuenta por escrito;0
812;89.0;25933.96;whatsapp;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;0
813;146.0;26159.06;whatsapp;no;0;atiende y pide volver a llamar en horario de la tarde;0
814;194.0;62511.64;email;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
815;33.0;27543.96;visita;si;1;se deja mensaje en el contestador con los datos de contacto;1
816;127.0;180966.7;telefono;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
817;73.0;12173.57;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;1
818;153.0;53944.08;telefono;si;1;se deja mensaje en el contestador con los datos de contacto;1
819;65.0;105551.46;whatsapp;no;2;atendio un tercero que dice no conocer al titular;1
820;67.0;30513.6;email;no;2;se deja mensaje en el contestador con los datos de contacto;0
821;70.0;38469.37;whatsapp;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
822;78.0;78034.74;telefono;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
823;341.0;67380.84;whatsapp;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
824;70.0;401906.82;telefono;no;2;se deja mensaje en el contestador con los datos de contacto;0
825;125.0;51917.91;telefono;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
826;71.0;28507.85;visita;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
827;63.0;71713.72;whatsapp;si;1;atendio un tercero que dice no conocer al titular;0
828;64.0;51413.31;whatsapp;no;3;toma nota de la gestion sin comprometer una fecha;1
829;74.0;11132.56;whatsapp;si;2;atiende y pide volver a llamar en horario de la tarde;1
830;29.0;26682.38;telefono;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
831;187.0;378180.02;visita;si;3;atendio un tercero que dice no conocer al titular;1
832;14.0;8351.51;telefono;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;1
833;208.0;33846.77;whatsapp;no;1;atiende y pide volver a llamar en horario de la tarde;0
834;39.0;115430.5;email;si;1;toma nota de la gestion sin comprometer una fecha;1
835;75.0;39634.31;whatsapp;no;1;atendio un tercero que dice no conocer al titular;0
836;84.0;97640.1;whatsapp;si;0;se envia detalle de la deuda por el canal habitual;1
837;50.0;62036.43;email;si;2;consulta el monto exacto para ponerse al dia esta semana;1
838;76.0;92357.27;whatsapp;si;2;se envia detalle de la deuda por el canal habitual;0
839;174.0;16862.09;email;si;2;se niega a pagar y menciona que iniciara un reclamo;0
840;25.0;32377.6;whatsapp;si;0;se envia detalle de la deuda por el canal habitual;1
841;213.0;6667.73;telefono;no;1;atiende y pide volver a llamar en horario de la tarde;0
842;19.0;150597.83;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;1
843;146.0;102272.46;whatsapp;no;1;se envia detalle de la deuda por el canal habitual;0
844;71.0;32151.0;visita;si;1;toma nota de la gestion sin comprometer una fecha;0
845;25.0;7390.0;whatsapp;si;1;no atiende el telefono, el numero figura fuera de servicio;1
846;90.0;11568.25;telefono;si;2;consulta el monto exacto para ponerse al dia esta semana;1
847;72.0;6088.91;whatsapp;si;1;se niega a pagar y menciona que iniciara un reclamo;1
848;110.0;41476.29;telefono;no;1;se niega a pagar y menciona que iniciara un reclamo;0
849;106.0;102137.75;whatsapp;si;1;atendio un tercero que dice no conocer al titular;0
850;127.0;33233.48;telefono;no;1;atiende y pide volver a llamar en horario de la tarde;0
851;276.0;22307.19;telefono;si;0;toma nota de la gestion sin comprometer una fecha;0
852;29.0;7299.42;telefono;no;0;atiende y pide volver a llamar en horario de la tarde;0
853;106.0;6519.5;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;0
854;127.0;46531.64;visita;si;1;se deja mensaje en el contestador con los datos de contacto;0
855;202.0;118875.79;whatsapp;no;1;no atiende el telefono, el numero figura fuera de servicio;0
856;143.0;32403.57;email;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;0
857;87.0;26967.71;email;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
858;75.0;29720.53;whatsapp;si;0;se envia detalle de la deuda por el canal habitual;1
859;26.0;18551.04;whatsapp;no;1;atiende y pide volver a llamar en horario de la tarde;0
860;120.0;21303.28;email;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
861;71.0;80407.25;telefono;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
862;85.0;31909.18;telefono;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
863;315.0;3496.35;visita;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
864;153.0;66980.47;whatsapp;si;1;consulta el monto exacto para ponerse al dia esta semana;0
865;91.0;36861.49;whatsapp;no;0;atiende y pide volver a llamar en horario de la tarde;0
866;226.0;40594.4;whatsapp;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
867;75.0;20979.95;email;si;1;consulta el monto exacto para ponerse al dia esta semana;1
868;19.0;33387.51;visita;si;0;se niega a pagar y menciona que iniciara un reclamo;0
869;274.0;51112.88;telefono;si;0;no atiende el telefono, el numero figura fuera de servicio;0
870;101.0;15098.03;telefono;si;0;atiende y pide volver a llamar en horario de la tarde;0
871;275.0;32190.51;telefono;no;1;se niega a pagar y menciona que iniciara un reclamo;0
872;234.0;114670.05;email;si;1;toma nota de la gestion sin comprometer una fecha;0
873;208.0;32940.37;email;si;0;consulta el monto exacto para ponerse al dia esta semana;0
874;157.0;34233.92;visita;no;0;se deja mensaje en el contestador con los datos de contacto;0
875;53.0;173181.9;telefono;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
876;63.0;82774.06;whatsapp;si;0;toma nota de la gestion sin comprometer una fecha;0
877;69.0;59893.42;telefono;no;3;toma nota de la gestion sin comprometer una fecha;0
878;40.0;102066.97;telefono;no;0;toma nota de la gestion sin comprometer una fecha;0
879;147.0;42551.42;email;si;0;no atiende el telefono, el numero figura fuera de servicio;0
880;202.0;55917.79;email;si;0;no atiende el telefono, el numero figura fuera de servicio;0
881;61.0;100379.02;whatsapp;si;1;se niega a pagar y menciona que iniciara un reclamo;0
882;56.0;71527.47;visita;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;1
883;69.0;105992.07;email;no;1;atiende y pide volver a llamar en horario de la tarde;1
884;108.0;34018.09;whatsapp;si;1;no atiende el telefono, el numero figura fuera de servicio;0
885;115.0;33602.01;whatsapp;no;0;atendio un tercero que dice no conocer al titular;0
886;301.0;80711.52;whatsapp;si;0;se niega a pagar y menciona que iniciara un reclamo;0
887;141.0;116450.88;email;si;1;solicita que le enviemos los datos de la cuenta por escrito;0
888;12.0;15176.32;email;si;0;se niega a pagar y menciona que iniciara un reclamo;1
889;122.0;91330.74;telefono;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
890;67.0;129223.53;whatsapp;si;1;se envia detalle de la deuda por el canal habitual;0
891;225.0;7192.02;telefono;si;0;consulta el monto exacto para ponerse al dia esta semana;0
892;164.0;13329.35;telefono;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
893;90.0;61414.28;email;si;0;no atiende el telefono, el numero figura fuera de servicio;0
894;181.0;39015.33;whatsapp;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;0
895;180.0;38712.81;whatsapp;no;1;toma nota de la gestion sin comprometer una fecha;0
896;196.0;86431.35;whatsapp;no;1;atendio un tercero que dice no conocer al titular;0
897;122.0;51044.93;visita;no;0;se deja mensaje en el contestador con los datos de contacto;0
898;124.0;295775.19;email;si;0;atiende y pide volver a llamar en horario de la tarde;0
899;78.0;53148.12;whatsapp;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;1
900;62.0;13438.0;whatsapp;no;0;se niega a pagar y menciona que iniciara un reclamo;0
901;169.0;11767.7;email;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
902;57.0;18961.59;visita;no;0;atiende y pide volver a llamar en horario de la tarde;0
903;112.0;45035.98;whatsapp;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
904;12.0;10423.96;whatsapp;no;1;se deja mensaje en el contestador con los datos de contacto;1
905;165.0;10733.15;email;si;3;pide plan de pagos en tres cuotas y deja telefono alternativo;1
906;144.0;17731.45;whatsapp;si;2;manifiesta intencion de regularizar apenas cobre el sueldo;1
907;71.0;32912.65;telefono;si;0;se niega a pagar y menciona que iniciara un reclamo;1
908;138.0;8624.56;visita;si;2;manifiesta intencion de regularizar apenas cobre el sueldo;1
909;97.0;25024.39;telefono;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
910;378.0;71408.68;whatsapp;si;1;no atiende el telefono, el numero figura fuera de servicio;0
911;177.0;13048.2;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;1
912;62.0;25430.62;whatsapp;no;1;no atiende el telefono, el numero figura fuera de servicio;1
913;210.0;33462.47;whatsapp;si;1;consulta el monto exacto para ponerse al dia esta semana;0
914;100.0;46841.93;whatsapp;si;1;atendio un tercero que dice no conocer al titular;1
915;56.0;67110.02;email;no;2;se niega a pagar y menciona que iniciara un reclamo;0
916;331.0;247033.3;whatsapp;no;2;toma nota de la gestion sin comprometer una fecha;0
917;164.0;28363.66;visita;si;1;atiende y pide volver a llamar en horario de la tarde;0
918;73.0;49169.02;visita;no;1;se deja mensaje en el contestador con los datos de contacto;0
919;641.0;63323.59;whatsapp;no;1;no atiende el telefono, el numero figura fuera de servicio;0
920;266.0;142977.37;telefono;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;0
921;378.0;13334.57;email;no;1;toma nota de la gestion sin comprometer una fecha;0
922;107.0;8056.09;email;no;0;se deja mensaje en el contestador con los datos de contacto;0
923;174.0;44809.22;email;no;2;toma nota de la gestion sin comprometer una fecha;0
924;45.0;36702.1;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
925;117.0;46178.15;telefono;no;0;atendio un tercero que dice no conocer al titular;0
926;46.0;37346.25;telefono;si;0;se niega a pagar y menciona que iniciara un reclamo;0
927;15.0;81235.02;whatsapp;si;1;consulta el monto exacto para ponerse al dia esta semana;1
